dataset,view,validation_sample_size,feature_columns,model,status,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,roc_auc,pr_auc,training_time_seconds,inference_time_per_sample_seconds,number_of_features,encoded_number_of_features,train_sample_size,test_sample_size,random_seed
MQTT-IoT-IDS2020,strict_encrypted_flow_metadata,3000.0,"[""proto"", ""fwd_num_pkts"", ""bwd_num_pkts"", ""fwd_mean_iat"", ""bwd_mean_iat"", ""fwd_std_iat"", ""bwd_std_iat"", ""fwd_min_iat"", ""bwd_min_iat"", ""fwd_max_iat"", ""bwd_max_iat"", ""fwd_mean_pkt_len"", ""bwd_mean_pkt_len"", ""fwd_std_pkt_len"", ""bwd_std_pkt_len"", ""fwd_min_pkt_len"", ""bwd_min_pkt_len"", ""fwd_max_pkt_len"", ""bwd_max_pkt_len"", ""fwd_num_bytes"", ""bwd_num_bytes"", ""fwd_num_psh_flags"", ""bwd_num_psh_flags"", ""fwd_num_rst_flags"", ""bwd_num_rst_flags"", ""fwd_num_urg_flags"", ""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""iat_mean"", ""iat_std"", ""byte_min"", ""iat_min"", ""byte_max"", ""iat_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""burstiness""]",Random Forest,ok,0.999,0.9990002217778764,0.999,0.9989999998888889,0.9989999998888889,0.9999984444444444,0.9999982231093353,0.527846099997987,1.8927199998870492e-05,40,40.0,14000.0,3000.0,42.0
MQTT-IoT-IDS2020,strict_encrypted_flow_metadata,3000.0,"[""proto"", ""fwd_num_pkts"", ""bwd_num_pkts"", ""fwd_mean_iat"", ""bwd_mean_iat"", ""fwd_std_iat"", ""bwd_std_iat"", ""fwd_min_iat"", ""bwd_min_iat"", ""fwd_max_iat"", ""bwd_max_iat"", ""fwd_mean_pkt_len"", ""bwd_mean_pkt_len"", ""fwd_std_pkt_len"", ""bwd_std_pkt_len"", ""fwd_min_pkt_len"", ""bwd_min_pkt_len"", ""fwd_max_pkt_len"", ""bwd_max_pkt_len"", ""fwd_num_bytes"", ""bwd_num_bytes"", ""fwd_num_psh_flags"", ""bwd_num_psh_flags"", ""fwd_num_rst_flags"", ""bwd_num_rst_flags"", ""fwd_num_urg_flags"", ""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""iat_mean"", ""iat_std"", ""byte_min"", ""iat_min"", ""byte_max"", ""iat_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""burstiness""]",Extra Trees,ok,0.9993333333333333,0.9993333333333333,0.9993333333333333,0.9993333333333333,0.9993333333333333,0.9999982222222222,0.9999982231093353,0.34557619999395683,2.0177033332098895e-05,40,40.0,14000.0,3000.0,42.0
MQTTEEB-D_flow_10s,full_feature_upper_bound,762.0,"[""window_seconds"", ""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""byte_min"", ""byte_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""iat_mean"", ""iat_std"", ""iat_min"", ""iat_max"", ""burstiness""]",Logistic Regression,ok,0.8977719528178244,0.9088938924852237,0.8994336224791388,0.8973131711895757,0.8971782354165614,0.8878448785450147,0.9311011511573846,0.07652049999160226,4.3435124536978655e-06,15,15.0,3556.0,763.0,42.0
MQTTEEB-D_flow_10s,full_feature_upper_bound,762.0,"[""window_seconds"", ""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""byte_min"", ""byte_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""iat_mean"", ""iat_std"", ""iat_min"", ""iat_max"", ""burstiness""]",Random Forest,ok,0.8938401048492791,0.9038164563181761,0.8954229272919731,0.8934182956377777,0.8932864802591836,0.920425333021734,0.9452481498790051,0.3209383999928832,6.757549147230242e-05,15,15.0,3556.0,763.0,42.0
MQTTEEB-D_flow_10s,full_feature_upper_bound,762.0,"[""window_seconds"", ""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""byte_min"", ""byte_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""iat_mean"", ""iat_std"", ""iat_min"", ""iat_max"", ""burstiness""]",Extra Trees,ok,0.8938401048492791,0.9038164563181761,0.8954229272919731,0.8934182956377777,0.8932864802591836,0.921631634659005,0.9437678566973322,0.19895920000271872,6.233787681018814e-05,15,15.0,3556.0,763.0,42.0
MQTTEEB-D_flow_10s,broker_side_secure_mqtt_metadata,762.0,"[""window_seconds"", ""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""byte_min"", ""byte_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""iat_mean"", ""iat_std"", ""iat_min"", ""iat_max"", ""burstiness""]",Logistic Regression,ok,0.8977719528178244,0.9088938924852237,0.8994336224791388,0.8973131711895757,0.8971782354165614,0.8878448785450147,0.9311011511573846,0.07578020000073593,4.431847957430376e-06,15,15.0,3556.0,763.0,42.0
MQTTEEB-D_flow_10s,broker_side_secure_mqtt_metadata,762.0,"[""window_seconds"", ""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""byte_min"", ""byte_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""iat_mean"", ""iat_std"", ""iat_min"", ""iat_max"", ""burstiness""]",Random Forest,ok,0.8938401048492791,0.9038164563181761,0.8954229272919731,0.8934182956377777,0.8932864802591836,0.920425333021734,0.9452481498790051,0.30689069999789353,5.9013761473034766e-05,15,15.0,3556.0,763.0,42.0
MQTTEEB-D_flow_10s,broker_side_secure_mqtt_metadata,762.0,"[""window_seconds"", ""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""byte_min"", ""byte_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""iat_mean"", ""iat_std"", ""iat_min"", ""iat_max"", ""burstiness""]",Extra Trees,ok,0.8938401048492791,0.9038164563181761,0.8954229272919731,0.8934182956377777,0.8932864802591836,0.921631634659005,0.9437678566973322,0.19059159999596886,6.535137613849571e-05,15,15.0,3556.0,763.0,42.0
MQTTEEB-D_flow_10s,strict_encrypted_flow_metadata,762.0,"[""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""byte_min"", ""byte_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""iat_mean"", ""iat_std"", ""iat_min"", ""iat_max"", ""burstiness""]",Logistic Regression,ok,0.8977719528178244,0.9088938924852237,0.8994336224791388,0.8973131711895757,0.8971782354165614,0.8878448785450147,0.9311011511573846,0.07908870000392199,4.749279145028096e-06,14,14.0,3556.0,763.0,42.0
MQTTEEB-D_flow_10s,strict_encrypted_flow_metadata,762.0,"[""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""byte_min"", ""byte_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""iat_mean"", ""iat_std"", ""iat_min"", ""iat_max"", ""burstiness""]",Random Forest,ok,0.8938401048492791,0.9038164563181761,0.8954229272919731,0.8934182956377777,0.8932864802591836,0.920425333021734,0.9457755479364365,0.3347504999983357,5.941716907576439e-05,14,14.0,3556.0,763.0,42.0
MQTTEEB-D_flow_10s,strict_encrypted_flow_metadata,762.0,"[""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""byte_min"", ""byte_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""iat_mean"", ""iat_std"", ""iat_min"", ""iat_max"", ""burstiness""]",Extra Trees,ok,0.8925294888597641,0.9028205128205129,0.8941375802482714,0.8920844199748865,0.8919481743978833,0.9224117784529096,0.944045900300967,0.21758280000358354,5.991900394497339e-05,14,14.0,3556.0,763.0,42.0
MQTTEEB-D_flow_1s,full_feature_upper_bound,1981.0,"[""window_seconds"", ""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""byte_min"", ""byte_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""iat_mean"", ""iat_std"", ""iat_min"", ""iat_max"", ""burstiness""]",Logistic Regression,ok,0.845532559313478,0.7986495212038304,0.8782273042273042,0.8181260126012602,0.8544423599351353,0.9188059598059598,0.9758648161680352,0.14380630000960082,1.744775370455402e-06,15,15.0,9242.0,1981.0,42.0
MQTTEEB-D_flow_1s,full_feature_upper_bound,1981.0,"[""window_seconds"", ""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""byte_min"", ""byte_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""iat_mean"", ""iat_std"", ""iat_min"", ""iat_max"", ""burstiness""]",Random Forest,ok,0.9217566885411408,0.8835879567586885,0.9165557865557865,0.898132036380586,0.9233663346527089,0.9404462924462924,0.9738408206063047,0.5005175000114832,2.722675416362131e-05,15,15.0,9242.0,1981.0,42.0
MQTTEEB-D_flow_1s,full_feature_upper_bound,1981.0,"[""window_seconds"", ""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""byte_min"", ""byte_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""iat_mean"", ""iat_std"", ""iat_min"", ""iat_max"", ""burstiness""]",Extra Trees,ok,0.9212518929833418,0.8822199765982341,0.9183409563409564,0.8979254526429274,0.923025392143331,0.9402293832293832,0.9738007173790317,0.23290660000930075,2.392049470441797e-05,15,15.0,9242.0,1981.0,42.0
MQTTEEB-D_flow_1s,broker_side_secure_mqtt_metadata,1981.0,"[""window_seconds"", ""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""byte_min"", ""byte_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""iat_mean"", ""iat_std"", ""iat_min"", ""iat_max"", ""burstiness""]",Logistic Regression,ok,0.845532559313478,0.7986495212038304,0.8782273042273042,0.8181260126012602,0.8544423599351353,0.9188059598059598,0.9758648161680352,0.14749709999887273,1.734578496001281e-06,15,15.0,9242.0,1981.0,42.0
MQTTEEB-D_flow_1s,broker_side_secure_mqtt_metadata,1981.0,"[""window_seconds"", ""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""byte_min"", ""byte_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""iat_mean"", ""iat_std"", ""iat_min"", ""iat_max"", ""burstiness""]",Random Forest,ok,0.9217566885411408,0.8835879567586885,0.9165557865557865,0.898132036380586,0.9233663346527089,0.9404462924462924,0.9738408206063047,0.509253299998818,2.831282180477524e-05,15,15.0,9242.0,1981.0,42.0
MQTTEEB-D_flow_1s,broker_side_secure_mqtt_metadata,1981.0,"[""window_seconds"", ""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""byte_min"", ""byte_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""iat_mean"", ""iat_std"", ""iat_min"", ""iat_max"", ""burstiness""]",Extra Trees,ok,0.9212518929833418,0.8822199765982341,0.9183409563409564,0.8979254526429274,0.923025392143331,0.9402293832293832,0.9738007173790317,0.22103109999443404,2.8562695606000974e-05,15,15.0,9242.0,1981.0,42.0
MQTTEEB-D_flow_1s,strict_encrypted_flow_metadata,1981.0,"[""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""byte_min"", ""byte_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""iat_mean"", ""iat_std"", ""iat_min"", ""iat_max"", ""burstiness""]",Logistic Regression,ok,0.845532559313478,0.7986495212038304,0.8782273042273042,0.8181260126012602,0.8544423599351353,0.9188059598059598,0.9758648161680352,0.1504099000012502,1.887430594166847e-06,14,14.0,9242.0,1981.0,42.0
MQTTEEB-D_flow_1s,strict_encrypted_flow_metadata,1981.0,"[""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""byte_min"", ""byte_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""iat_mean"", ""iat_std"", ""iat_min"", ""iat_max"", ""burstiness""]",Random Forest,ok,0.9217566885411408,0.8835879567586885,0.9165557865557865,0.898132036380586,0.9233663346527089,0.9414455994455995,0.9743980965318169,0.47345030000724364,2.7065572941441658e-05,14,14.0,9242.0,1981.0,42.0
MQTTEEB-D_flow_1s,strict_encrypted_flow_metadata,1981.0,"[""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""byte_min"", ""byte_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""iat_mean"", ""iat_std"", ""iat_min"", ""iat_max"", ""burstiness""]",Extra Trees,ok,0.9217566885411408,0.8825476460936514,0.9200866250866251,0.8987694615467036,0.923583004245148,0.9383887733887732,0.9724072620528361,0.21856799999659415,2.6816506811912684e-05,14,14.0,9242.0,1981.0,42.0
MQTTEEB-D_flow_5s,full_feature_upper_bound,1027.0,"[""window_seconds"", ""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""byte_min"", ""byte_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""iat_mean"", ""iat_std"", ""iat_min"", ""iat_max"", ""burstiness""]",Logistic Regression,ok,0.8784046692607004,0.8782244175703553,0.891893481841713,0.8773123284401481,0.8794744875901075,0.9058847752764921,0.9497746384907263,0.08225069999753032,3.871498047940411e-06,15,15.0,4794.0,1028.0,42.0
MQTTEEB-D_flow_5s,full_feature_upper_bound,1027.0,"[""window_seconds"", ""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""byte_min"", ""byte_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""iat_mean"", ""iat_std"", ""iat_min"", ""iat_max"", ""burstiness""]",Random Forest,ok,0.8939688715953308,0.8903502282117532,0.9035022354694486,0.8924792470898907,0.894842948784473,0.9208271236959762,0.9496822642475458,0.33772310000495054,5.278677042541529e-05,15,15.0,4794.0,1028.0,42.0
MQTTEEB-D_flow_5s,full_feature_upper_bound,1027.0,"[""window_seconds"", ""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""byte_min"", ""byte_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""iat_mean"", ""iat_std"", ""iat_min"", ""iat_max"", ""burstiness""]",Extra Trees,ok,0.8881322957198443,0.8849595268336146,0.8982077025649071,0.886664206040677,0.8890733788475156,0.9213663816769943,0.9507350653699831,0.19616920000407845,3.9564980539255e-05,15,15.0,4794.0,1028.0,42.0
MQTTEEB-D_flow_5s,broker_side_secure_mqtt_metadata,1027.0,"[""window_seconds"", ""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""byte_min"", ""byte_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""iat_mean"", ""iat_std"", ""iat_min"", ""iat_max"", ""burstiness""]",Logistic Regression,ok,0.8784046692607004,0.8782244175703553,0.891893481841713,0.8773123284401481,0.8794744875901075,0.9058847752764921,0.9497746384907263,0.09242559999984223,3.0502918259474425e-06,15,15.0,4794.0,1028.0,42.0
MQTTEEB-D_flow_5s,broker_side_secure_mqtt_metadata,1027.0,"[""window_seconds"", ""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""byte_min"", ""byte_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""iat_mean"", ""iat_std"", ""iat_min"", ""iat_max"", ""burstiness""]",Random Forest,ok,0.8939688715953308,0.8903502282117532,0.9035022354694486,0.8924792470898907,0.894842948784473,0.9208271236959762,0.9496822642475458,0.35580090001167264,4.858132295212201e-05,15,15.0,4794.0,1028.0,42.0
MQTTEEB-D_flow_5s,broker_side_secure_mqtt_metadata,1027.0,"[""window_seconds"", ""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""byte_min"", ""byte_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""iat_mean"", ""iat_std"", ""iat_min"", ""iat_max"", ""burstiness""]",Extra Trees,ok,0.8881322957198443,0.8849595268336146,0.8982077025649071,0.886664206040677,0.8890733788475156,0.9213663816769943,0.9507350653699831,0.21522450000338722,4.485408559890921e-05,15,15.0,4794.0,1028.0,42.0
MQTTEEB-D_flow_5s,strict_encrypted_flow_metadata,1027.0,"[""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""byte_min"", ""byte_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""iat_mean"", ""iat_std"", ""iat_min"", ""iat_max"", ""burstiness""]",Logistic Regression,ok,0.8784046692607004,0.8782244175703553,0.891893481841713,0.8773123284401481,0.8794744875901075,0.9058847752764921,0.9497746384907263,0.08682120000594296,3.4600194580517783e-06,14,14.0,4794.0,1028.0,42.0
MQTTEEB-D_flow_5s,strict_encrypted_flow_metadata,1027.0,"[""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""byte_min"", ""byte_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""iat_mean"", ""iat_std"", ""iat_min"", ""iat_max"", ""burstiness""]",Random Forest,ok,0.8929961089494164,0.8894848645778014,0.9026825633383011,0.8915179051098252,0.8938830312531709,0.9212408816377755,0.9502085834090234,0.4158637000073213,5.84422178983875e-05,14,14.0,4794.0,1028.0,42.0
MQTTEEB-D_flow_5s,strict_encrypted_flow_metadata,1027.0,"[""packet_count"", ""byte_sum"", ""byte_mean"", ""byte_std"", ""byte_min"", ""byte_max"", ""duration"", ""packets_per_second"", ""bytes_per_second"", ""iat_mean"", ""iat_std"", ""iat_min"", ""iat_max"", ""burstiness""]",Extra Trees,ok,0.8871595330739299,0.884360599078341,0.8977645305514158,0.8857545785159439,0.8881208177714994,0.9231449525452976,0.9554884107917265,0.23652459999721032,5.0690953313678335e-05,14,14.0,4794.0,1028.0,42.0
